,CQao,"Plv,0","Vlv,0",Vlv,CQmi,"Pla,0","Vla,0",Vla,"Elv,s","Elv,d","Ela,max","Ela,min"
424,388.885,0.8141,4.2785,435.55,429.8,0.9585,3.7036,18.206,2.62975,0.08143000000000002,0.232275,0.127035
425,379.505,1.0937000000000001,5.5055,521.85,409.56,1.1719,3.7948,16.674,2.09575,0.09289000000000001,0.230775,0.17779499999999998
426,398.545,1.0957,5.2755,599.45,386.84,0.8835000000000001,4.6148,20.962,2.31075,0.10405,0.238925,0.177345
427,387.345,1.0645,4.9675,413.05,345.8,0.9671,3.938,22.253999999999998,2.6397500000000003,0.11601,0.201625,0.130455
428,291.585,0.9745,5.4195,417.95,344.6,1.0665,4.4268,19.978,2.70025,0.08575000000000002,0.238025,0.126855
429,293.335,0.9721,4.0755,466.95,478.68,1.0585,4.7092,23.77,2.52175,0.09195,0.294325,0.14965499999999998
430,294.315,0.8673000000000001,4.2845,547.35,458.03999999999996,1.1251,3.9828,23.734,2.66425,0.09601000000000001,0.256025,0.126075
431,366.695,1.0838999999999999,5.1575,563.65,469.64,1.0399,3.662,21.41,2.14675,0.09825,0.248875,0.131055
432,389.725,1.0365,5.8955,537.45,427.88,0.9989,4.3724,20.642,2.40425,0.08721000000000001,0.205325,0.127935
433,417.16499999999996,0.9709,5.7255,503.05,361.72,0.8287,3.6452,23.682000000000002,2.15425,0.10523,0.284825,0.16819499999999998
434,295.085,1.1865,5.3555,597.35,322.92,0.9225,3.7252,23.442,2.89025,0.09309,0.20147500000000002,0.120345
435,322.805,1.0319,4.7165,415.05,441.48,1.1715,3.6036,21.054000000000002,2.11375,0.08913000000000001,0.236275,0.123405
436,324.765,0.9701,4.2495,573.95,353.24,1.1203,4.5516,17.798000000000002,2.97925,0.10181000000000001,0.231475,0.177615
437,346.605,0.9299,4.0025,461.95,475.96000000000004,1.0979,3.6244,21.322,2.28875,0.10225000000000001,0.251425,0.138825
438,315.805,0.8251000000000001,4.3505,446.55,387.64,0.8643000000000001,3.958,16.646,2.40875,0.09145,0.229825,0.168525
439,391.755,1.0695000000000001,4.5145,414.85,437.0,1.0541,3.2276000000000002,21.198,2.21125,0.10469,0.206925,0.169215
440,331.695,1.1199,4.3205,460.85,401.48,0.9661,4.6396,17.366,2.39275,0.09935000000000001,0.219025,0.147195
441,376.705,0.8001,5.5355,511.85,403.24,1.1289,3.9708,19.842,2.47825,0.11713,0.209875,0.166785
442,348.565,0.9819,4.2155,429.45,408.36,1.0413000000000001,3.5452,16.962,2.38075,0.11238999999999999,0.28852500000000003,0.149415
443,409.46500000000003,0.8037000000000001,5.4935,424.55,405.32,1.0513,3.3156000000000003,23.266,2.61175,0.09235000000000002,0.210975,0.169605
444,320.705,1.1083,4.0005,480.35,376.68,0.8825000000000001,3.7132,18.902,2.74575,0.10281000000000001,0.208625,0.150855
445,388.325,0.8021,4.4415,489.25,321.88,0.9895,3.8476,17.85,2.45425,0.10547000000000001,0.269025,0.140295
446,356.405,0.8225,5.5225,512.85,368.2,1.1131,4.074,20.166,2.90775,0.08479000000000002,0.256875,0.164235
447,373.065,1.0609,5.0045,428.05,331.0,1.0687,4.214,17.754,2.88925,0.10459,0.221275,0.13852499999999998
448,288.715,1.0755,5.6545000000000005,458.25,367.0,1.0807,4.6436,21.838,2.03075,0.09931000000000001,0.28302499999999997,0.127395
449,291.795,1.0293,4.3655,536.35,395.32,1.1505,4.3524,22.838,2.75625,0.09707,0.252575,0.172815
450,404.77500000000003,1.0649,5.4265,496.45,398.84000000000003,1.0061,3.766,20.658,2.8977500000000003,0.09465000000000001,0.226275,0.120735
451,327.425,1.1801,5.6455,450.65,323.0,0.9369000000000001,3.5140000000000002,21.394,2.10525,0.09733,0.267325,0.160545
452,315.175,1.1155,5.5285,585.65,475.08,1.0851,4.3796,19.009999999999998,2.49925,0.09511000000000001,0.261725,0.159675
453,357.805,0.9739,4.2555,521.95,353.88,1.1229,4.5788,20.625999999999998,2.95825,0.08383000000000002,0.297475,0.17449499999999998
454,375.935,0.9851,5.2645,572.15,343.48,1.0401,3.2468000000000004,23.578,2.58225,0.10849,0.239725,0.140565
455,340.795,1.0081,4.2835,406.75,439.24,0.9341,3.254,22.434,2.39725,0.11251,0.239975,0.144675
456,319.865,1.0139,4.8415,405.05,346.12,1.1557,4.2764,21.810000000000002,2.62175,0.09721,0.292725,0.170145
457,384.335,1.1323,5.2885,459.95,355.15999999999997,1.0497,3.4468,23.902,2.14075,0.08821000000000001,0.284125,0.17812499999999998
458,286.755,0.9849,5.3605,462.05,430.6,1.1249,4.3948,23.438000000000002,2.81025,0.11854999999999999,0.216975,0.166965
459,299.355,1.0434999999999999,5.452500000000001,403.65,475.15999999999997,1.0927,3.2852,16.638,2.60725,0.11385,0.234125,0.154785
460,409.255,1.0089,4.8045,470.15,409.8,1.0003,3.3052,16.786,2.10275,0.10555,0.21332500000000001,0.12289499999999999
461,394.135,1.1355,5.2855,493.85,409.96000000000004,0.8031,4.526,22.474,2.03575,0.11493,0.293425,0.176145
462,392.105,1.0869,4.9385,422.25,466.52,0.8831,4.4468,20.87,2.66925,0.09211000000000001,0.235575,0.179475
463,290.395,0.8505,4.1595,453.15,463.0,0.8725,3.89,17.738,2.82375,0.09365000000000001,0.258275,0.173355
464,405.125,0.8197000000000001,5.3865,487.65,427.72,1.0013,4.5108,23.078,2.20025,0.09453,0.28807499999999997,0.121455
465,362.495,1.0143,5.0705,408.75,401.0,1.0737,3.346,17.774,2.48375,0.11357,0.219475,0.13960499999999998
466,280.805,1.0381,4.1185,457.75,334.44,1.1211,3.4796,16.75,2.88275,0.09669000000000001,0.263125,0.137895
467,313.985,0.8899,5.8945,430.85,338.04,0.9519,4.6908,20.542,2.30625,0.10427,0.218425,0.129075
468,399.03499999999997,0.8383,4.6385000000000005,483.15,321.24,1.0352999999999999,3.2556000000000003,19.578,2.57375,0.11951,0.226625,0.164595
469,344.78499999999997,1.0301,5.766500000000001,426.05,325.56,0.8485,3.6132,19.698,2.08275,0.11857000000000001,0.261975,0.143115
470,383.215,1.0033,4.7915,503.35,409.0,1.0601,3.5268,17.646,2.52575,0.09681000000000001,0.219825,0.164265
471,367.46500000000003,1.1815,4.5885,573.05,427.16,0.8255,4.7516,17.106,2.62125,0.11895,0.231875,0.173865
472,378.945,1.1331,5.0125,495.25,479.4,1.1801,3.3788,19.754,2.41125,0.08625000000000001,0.283425,0.12232499999999999
473,326.305,1.1335,4.6295,418.95,330.12,1.0667,4.0356,22.786,2.40775,0.11307,0.269825,0.16525499999999999
474,373.485,1.0349,4.9925,407.75,450.6,1.0987,3.2964,23.009999999999998,2.75875,0.11119,0.210075,0.160905
475,359.975,0.8019000000000001,5.2705,527.15,344.2,1.0514999999999999,4.1156,21.674,2.28275,0.11821,0.275175,0.133245
476,354.025,1.1073,5.1525,561.95,409.4,0.9635,4.5804,19.718,2.28625,0.11807000000000001,0.277825,0.139065
477,282.415,0.9113,5.9675,587.65,350.04,0.9115000000000001,3.9436,22.278,2.38375,0.11823,0.286825,0.121875
478,395.325,1.0439,4.8875,475.75,427.8,0.8265,3.3196000000000003,19.286,2.49575,0.10409,0.261175,0.16930499999999998
479,355.70500000000004,1.1935,5.4155,591.1500000000001,459.72,1.0417,4.4004,21.594,2.06075,0.10285,0.269775,0.122655
480,285.635,1.0069,4.4185,423.05,372.36,0.8117000000000001,4.3076,18.662,2.19725,0.11737,0.229125,0.12490499999999999
481,302.925,0.9009,4.5425,427.35,427.56,1.0237,3.9396,22.59,2.24525,0.08761000000000001,0.245475,0.143565
482,412.615,1.1949,5.4815000000000005,412.35,335.24,0.9349000000000001,4.1364,20.266,2.23175,0.10451,0.249475,0.14449499999999998
483,280.175,0.8583000000000001,5.7555,451.35,476.28,0.8129000000000001,3.6140000000000003,22.630000000000003,2.77925,0.11325,0.274575,0.167205
484,292.005,1.0419,5.8745,512.75,431.64,1.1899,3.8971999999999998,20.182000000000002,2.05825,0.09839,0.202275,0.144405
485,296.625,0.9813000000000001,5.1754999999999995,465.35,377.96,1.1385,3.7028,16.37,2.64375,0.09433000000000001,0.232575,0.159375
486,307.965,1.1569,4.6085,415.65,471.15999999999997,0.9167,3.8596,23.386,2.19275,0.09017000000000001,0.255575,0.127875
487,408.065,1.1489,4.9535,581.35,388.36,1.0531,4.706799999999999,19.67,2.57475,0.09191,0.248975,0.13819499999999998
488,371.66499999999996,0.8787,4.7775,451.65,354.28,0.8015,4.3988,16.306,2.14875,0.09523000000000001,0.22412500000000002,0.156045
489,336.735,1.1961,4.0305,405.85,476.76,1.0059,3.3276000000000003,17.014,2.12975,0.09441000000000001,0.236075,0.161895
490,356.82500000000005,1.0035,5.6785,529.45,476.20000000000005,0.8025,4.3124,23.746000000000002,2.67475,0.09941,0.291275,0.121695
491,406.105,1.1693,5.0285,492.35,450.92,1.1883,3.6636,21.714,2.32575,0.08607000000000001,0.258975,0.156405
492,393.855,1.0067,4.6155,573.55,403.32,1.1315,3.6924,21.994,2.16675,0.10247,0.205775,0.124815
493,331.345,1.1289,4.9745,517.15,461.15999999999997,0.9887,4.0684000000000005,17.078,2.24225,0.09351000000000001,0.212975,0.157275
494,387.485,0.9375,4.2525,551.65,325.0,0.8153,3.4996,16.294,2.58825,0.10097,0.242375,0.13039499999999998
495,335.755,0.9391,5.6025,515.65,420.12,1.1421000000000001,4.094,22.166,2.63475,0.11155000000000001,0.289225,0.169125
496,413.66499999999996,0.9543,4.0735,572.45,408.28,1.1449,4.022,20.11,2.23875,0.09767,0.255625,0.178365
497,280.525,1.0187,5.9505,428.55,472.36,0.9257,3.8884,17.698,2.12425,0.11019000000000001,0.291675,0.155325
498,330.365,1.0796999999999999,5.1245,534.45,362.12,0.9827,4.7788,22.774,2.8832500000000003,0.09833,0.281725,0.172035
499,347.655,0.8551000000000001,4.2855,409.05,463.96000000000004,1.0110999999999999,4.0268,17.09,2.05225,0.09971000000000001,0.271375,0.135465
500,334.985,0.9227,4.7555,520.45,438.76,1.1527,4.2692,18.13,2.59725,0.11832999999999999,0.253325,0.135075
501,314.335,0.8959,4.5925,479.65,363.4,1.0001,4.534,17.478,2.20325,0.11515,0.281375,0.145575
502,358.645,0.9109,4.5775,437.35,448.52,1.1320999999999999,3.9836,18.238,2.04875,0.11588999999999999,0.235475,0.126645
503,347.025,1.1353,4.9075,508.45,342.92,1.1442999999999999,3.5836,21.642,2.51875,0.10167000000000001,0.259575,0.15748499999999999
504,393.645,0.9077000000000001,5.4465,407.35,449.24,1.1377,3.6164,17.902,2.8217499999999998,0.11831,0.225825,0.158115
505,298.025,1.0775000000000001,4.9455,478.45,336.92,0.8243,4.7484,16.826,2.25825,0.09609000000000001,0.23472500000000002,0.150645
506,329.035,1.0023,5.9235,425.75,401.88,0.8179000000000001,3.2108000000000003,22.37,2.43325,0.08657000000000001,0.282175,0.13855499999999998
507,333.515,0.8293,4.5225,438.95,457.8,1.0047,4.0724,20.83,2.03525,0.10375000000000001,0.233075,0.145275
508,402.045,1.1923,4.8145,495.05,413.08,1.1471,4.0196,16.498,2.3762499999999998,0.11465,0.291025,0.160485
509,381.885,1.0697,4.0465,448.55,378.6,1.0295,3.8716,20.53,2.64425,0.11537,0.287625,0.170595
510,295.155,1.1757,5.6114999999999995,445.25,330.6,0.9991,4.3604,18.226,2.33075,0.08215000000000001,0.295925,0.16996499999999998
511,333.725,1.0803,4.4635,591.85,386.76,0.9783,4.666,17.622,2.42225,0.08943000000000001,0.278825,0.136665
512,288.085,1.0193,5.734500000000001,497.65,351.08,0.8273,4.49,21.57,2.80625,0.10971,0.271525,0.160725
513,319.445,0.8829,4.7865,500.55,466.84000000000003,1.0675,4.0052,18.95,2.91425,0.09899000000000001,0.224025,0.169155
514,284.165,0.9480999999999999,4.0285,415.25,474.76,0.9293,4.1188,16.318,2.59675,0.08329000000000002,0.249025,0.13894499999999999
515,331.905,0.8581000000000001,5.5235,456.15000000000003,323.48,1.0105,3.4132000000000002,22.83,2.47525,0.08799000000000001,0.243425,0.145755
516,302.085,1.0554999999999999,4.6605,426.35,474.2,0.8285,3.7828,22.742,2.93675,0.08227000000000001,0.293325,0.14959499999999998
517,345.555,0.9355,5.266500000000001,528.45,397.15999999999997,0.8077000000000001,4.0396,21.406,2.83025,0.10367000000000001,0.204625,0.166935
518,310.905,0.9313,5.4875,597.65,448.36,0.8803000000000001,4.4852,19.502,2.9747500000000002,0.11667,0.248825,0.139785
519,368.865,0.8095,4.9355,484.65,416.52,1.0449,3.8172,18.137999999999998,2.85575,0.09651000000000001,0.288425,0.13450499999999999
520,322.875,1.1467,5.4755,520.85,329.16,0.9085,3.9588,20.137999999999998,2.17775,0.09175000000000001,0.21402500000000002,0.13555499999999998
521,332.745,1.1501000000000001,4.1575,535.95,455.24,0.9687,4.788399999999999,20.566000000000003,2.83575,0.10889,0.216375,0.169935
522,380.135,0.9359,5.1895,508.55,445.56,1.1323,3.2196000000000002,20.21,2.9922500000000003,0.09779,0.259675,0.125715
523,413.175,1.1375,4.9765,544.45,443.72,1.1339,4.394,22.914,2.60425,0.10879,0.258425,0.14926499999999998
524,402.815,1.0303,5.3485,577.25,415.8,1.0193,3.9812,19.990000000000002,2.72975,0.10191,0.205525,0.179985
525,412.685,1.1972999999999998,5.9285,590.05,337.56,1.0173,4.3828,17.79,2.71675,0.11757000000000001,0.21757500000000002,0.134295
526,398.755,1.0225,4.7975,507.65,351.48,1.1835,4.55,21.214,2.85375,0.09567,0.218375,0.131265
527,354.375,0.9015000000000001,4.1135,564.65,374.12,0.8731,3.3372,17.45,2.41875,0.08371,0.24632500000000002,0.165075
528,399.665,1.0917,4.827500000000001,436.05,384.76,1.0217,3.2268000000000003,16.682,2.79975,0.10543,0.285125,0.165555
529,314.895,1.1567,4.0065,400.25,377.64,0.8283,3.9332000000000003,17.938,2.17275,0.09215000000000001,0.250125,0.159045
530,326.095,1.0229,5.8335,597.55,374.76,0.9765,4.4668,19.154,2.68725,0.11695,0.203275,0.170355
531,344.365,1.0685,5.2175,456.85,473.48,1.0661,3.3012,17.282,2.50875,0.10029,0.280325,0.12631499999999998
532,311.255,1.1895,4.8625,564.05,442.28000000000003,1.1739,4.1628,17.254,2.20375,0.11731,0.211925,0.132765
533,383.425,0.8317,4.5845,596.15,473.32,0.8103,3.794,17.966,2.16075,0.08797,0.272825,0.177255
534,359.065,0.8265,4.2115,576.75,372.44,1.1587,4.6268,16.274,2.36325,0.08351000000000001,0.26592499999999997,0.142095
535,361.095,1.1093,4.9065,495.75,424.2,0.9649,4.7132000000000005,22.662,2.5637499999999998,0.11049,0.209675,0.137535
536,408.765,1.1589,4.2745,509.85,356.68,1.0831,4.7276,17.701999999999998,2.91675,0.09751000000000001,0.209725,0.140895
537,316.015,0.8509,5.0755,511.45,397.8,1.1441,4.6164000000000005,22.41,2.52675,0.08007000000000002,0.227325,0.120405
538,375.375,1.0253,4.5855,516.05,411.0,0.9699,4.1236,17.974,2.75375,0.08917000000000001,0.288975,0.153855
539,384.125,1.0110999999999999,5.1805,400.35,405.4,1.1291,4.0364,21.75,2.68425,0.09113000000000002,0.272625,0.13372499999999998
540,287.315,0.8461000000000001,5.9325,592.05,474.44,0.8639,4.1316,18.658,2.5172499999999998,0.11055000000000001,0.273625,0.167145
541,327.28499999999997,1.1795,5.7385,568.15,403.96000000000004,0.9931,3.298,23.602,2.88825,0.08837,0.22462500000000002,0.12403499999999999
542,297.675,1.0503,4.3625,465.45,394.68,1.1465,4.6076,22.334,2.64725,0.08207000000000002,0.21552500000000002,0.153225
543,346.255,0.9729,4.7795000000000005,487.85,428.2,1.0495,3.9428,20.062,2.91525,0.08131000000000002,0.209425,0.169275
544,388.255,0.8713,5.8095,551.55,401.08000000000004,1.0319,4.378,22.546,2.37925,0.09227,0.222075,0.140205
545,332.325,1.1309,5.0095,546.15,385.32,0.9933,4.1972000000000005,20.046,2.36975,0.08315000000000002,0.229675,0.139575
546,321.265,1.1157,4.8505,518.95,356.12,0.8445,3.4868,16.034,2.86425,0.10793,0.21077500000000002,0.155085
547,285.145,1.0765,5.9665,473.25,329.08,1.1399,3.2564,19.958,2.92675,0.10131000000000001,0.25627500000000003,0.161595
548,283.115,1.0039,5.0065,548.65,415.88,0.8419,4.2316,22.738,2.49675,0.11323,0.282775,0.151935
549,289.555,1.1065,4.5275,490.75,364.04,1.1839,3.2004,23.27,2.67225,0.08949000000000001,0.288125,0.162885
550,374.815,1.1253,4.2455,571.25,368.92,1.0547,4.3812,17.874,2.05325,0.11779,0.260825,0.136035
551,402.535,0.8299000000000001,5.6905,421.25,334.52,1.1757,3.8076,17.15,2.72675,0.08779,0.228625,0.131445
552,298.655,1.0273,4.5215,593.15,428.12,0.9879,4.6524,16.314,2.43025,0.08553000000000001,0.294725,0.147615
553,316.925,1.0171000000000001,4.4715,581.75,347.16,1.0005,3.402,18.986,2.61525,0.09597,0.269175,0.153255
554,316.155,1.1141,4.4735,461.25,453.4,0.8505,4.7332,18.35,2.22575,0.09057000000000001,0.251125,0.151515
555,353.325,0.9607,5.5465,599.15,365.4,1.1727,3.5116,17.882,2.25025,0.09469000000000001,0.205075,0.148005
556,323.505,1.0981,5.2805,403.85,419.15999999999997,1.1881,3.85,20.762,2.66825,0.09763000000000001,0.252825,0.127905
557,348.495,0.9901,5.5125,417.05,465.56,0.9861,4.0556,17.386,2.58275,0.08369000000000001,0.224975,0.120615
558,404.075,0.8497,4.5875,422.55,379.16,1.1709,4.0068,21.018,2.20625,0.11677,0.210575,0.166605
559,398.405,0.8541000000000001,4.7175,498.85,474.68,0.9813000000000001,3.4948,22.722,2.24925,0.09009,0.279675,0.175665
560,364.175,1.0573,4.8595,404.05,412.28,0.8983,3.4764,19.55,2.96975,0.11165,0.227075,0.16747499999999998
561,362.28499999999997,0.8747,5.3665,432.35,465.8,0.9679,3.2828,17.846,2.89575,0.08595000000000001,0.204825,0.163125
562,413.45500000000004,1.0211000000000001,4.7665,589.75,468.28,1.0227,4.2156,20.39,2.17825,0.08985000000000001,0.241425,0.176775
563,341.495,1.1445,4.2665,457.25,422.52,0.9307,4.694,23.222,2.81825,0.11469,0.299075,0.173895
564,288.435,0.9673,5.6085,456.45,383.48,1.1565,4.0428,23.766,2.37325,0.10253000000000001,0.230075,0.14413499999999999
565,328.615,1.1621,5.1295,499.25,462.20000000000005,1.0845,4.2252,16.946,2.22825,0.08925000000000001,0.260475,0.17074499999999998
566,351.015,0.8337,5.4675,540.85,444.36,1.1903,4.2404,23.126,2.9772499999999997,0.08525000000000002,0.259125,0.12160499999999999
567,379.225,0.9659,5.3045,440.75,453.32,0.8443,3.4204000000000003,17.922,2.74125,0.09927000000000001,0.274525,0.122055
568,412.755,1.1639,5.4425,520.25,361.15999999999997,0.9045,3.2404,21.402,2.37475,0.09761,0.263425,0.135135
569,329.59499999999997,1.1921,5.4925,410.75,348.28,0.8401000000000001,3.2428000000000003,19.538,2.8577500000000002,0.10041000000000001,0.282075,0.169245
570,317.065,0.9457,5.5105,557.15,421.88,0.9659,3.7324,17.518,2.79175,0.10323,0.223225,0.121155
571,315.525,1.1671,5.6965,436.85,428.28,1.1585,4.6251999999999995,16.914,2.81975,0.11704999999999999,0.26492499999999997,0.133305
572,320.775,0.9509,4.4795,575.25,356.84000000000003,0.8745,4.6124,17.286,2.03325,0.09489,0.269625,0.159915
573,377.265,0.9907,4.9515,400.85,416.68,0.8331000000000001,4.2324,16.522,2.17175,0.08671000000000001,0.247925,0.16258499999999998
574,305.025,0.9675,5.0805,584.25,412.6,1.0773,3.83,16.17,2.08125,0.09459000000000001,0.26287499999999997,0.162405
575,325.955,0.9241,5.5395,475.35,428.76,1.1829,3.8292,21.689999999999998,2.8032500000000002,0.08445000000000001,0.22137500000000002,0.122445
576,402.46500000000003,0.8691,5.6675,586.95,366.28,0.9129,4.426,16.398,2.11475,0.11129,0.204375,0.15442499999999998
577,307.685,1.1167,4.7785,599.35,468.03999999999996,1.0161,3.326,22.073999999999998,2.78225,0.11283,0.20267500000000002,0.153495
578,294.105,0.9581,5.8685,414.25,408.52,1.1599,4.0948,23.514,2.10225,0.11075,0.247625,0.14005499999999999
579,370.055,0.8369,4.7315000000000005,540.75,339.88,0.8919,4.4836,20.63,2.59475,0.10475000000000001,0.21652500000000002,0.179055
580,351.08500000000004,0.8017000000000001,4.1225,532.55,412.84,1.1113,3.9988,18.114,2.6567499999999997,0.08543,0.202075,0.163575
581,337.225,1.1239,5.3335,425.95,448.12,1.1567,3.9212,17.326,2.53025,0.08497000000000002,0.240025,0.162675
582,340.515,1.1649,4.7305,570.75,361.64,0.9475,4.6372,19.714,2.74025,0.09073,0.270375,0.16702499999999998
583,290.815,0.8219000000000001,5.1625,416.75,448.2,0.8203,3.3668,19.666,2.22975,0.09965,0.295375,0.17971499999999999
584,378.595,0.8069000000000001,5.9315,499.05,388.52,0.9039,4.6228,23.65,2.8112500000000002,0.09671,0.26232500000000003,0.156555
585,369.635,0.8351000000000001,4.7425,566.55,444.52,0.9909,4.5028,21.814,2.36275,0.11113,0.21177500000000002,0.154575
586,301.875,1.1183,4.5405,528.25,331.8,1.0273,4.298,20.838,2.00925,0.10855000000000001,0.274075,0.162225
587,353.955,1.0501,4.3255,560.15,356.36,0.9905,4.65,19.766,2.6647499999999997,0.09189000000000001,0.234425,0.159495
588,398.195,0.9855,5.0035,509.35,406.6,1.0789,3.2084,21.226,2.84775,0.10379000000000001,0.247425,0.16663499999999998
589,369.425,1.1665,5.4355,417.35,333.24,0.8689,4.7308,21.062,2.18475,0.10391,0.225025,0.142965
590,358.505,0.9777,5.297499999999999,597.45,404.12,0.9855,3.8516,17.918,2.77125,0.11333,0.263275,0.148845
591,361.305,1.0767,5.7015,559.75,343.64,1.1495,4.2332,23.982,2.61875,0.08083000000000001,0.223075,0.137505
592,377.685,0.8767,4.1905,538.65,418.84000000000003,1.0691,3.802,18.134,2.31775,0.09167,0.256375,0.150945
593,311.395,1.0711,4.8975,524.15,479.8,0.8313,3.4876,16.526,2.18975,0.10873000000000001,0.275625,0.161775
594,374.185,1.1339,5.3905,456.55,442.12,0.9471,4.3684,20.142,2.2247500000000002,0.10231,0.244125,0.156525
595,293.895,0.8933,4.3455,555.55,456.52,0.8381000000000001,3.8572,16.262,2.6622500000000002,0.09131000000000002,0.290925,0.15154499999999999
596,398.475,1.1989,5.1274999999999995,548.25,464.03999999999996,1.0741,4.4308,16.562,2.5092499999999998,0.10979,0.21002500000000002,0.138345
597,392.455,0.8825000000000001,5.8555,496.95,354.52,0.8199000000000001,3.5564,20.478,2.03025,0.11037,0.22237500000000002,0.173835
598,402.325,0.8991,5.3255,568.35,380.28,0.9315,4.7172,23.898,2.51075,0.08573000000000001,0.230675,0.128295
599,372.225,1.0341,4.6715,500.05,464.6,1.1055,4.5332,20.042,2.7127499999999998,0.11377,0.287975,0.144165
600,395.115,1.0167,5.0425,422.75,435.08,0.9485,4.098,19.066,2.16425,0.11900999999999999,0.271775,0.12598499999999999
601,284.865,0.9187,4.3995,425.05,385.88,1.1395,4.6236,16.25,2.45875,0.10353,0.21457500000000002,0.178395
602,288.855,0.9405,5.9295,522.85,467.08000000000004,1.1117,4.741199999999999,23.29,2.42675,0.08277000000000001,0.251925,0.143175
603,405.265,0.9595,5.8405000000000005,596.25,354.12,1.1804999999999999,3.5196,22.689999999999998,2.78825,0.10825,0.29417499999999996,0.166515
604,325.255,0.8183,5.7795000000000005,525.45,393.16,0.9857,3.746,18.19,2.01975,0.11491,0.237275,0.12325499999999999
605,376.285,0.8997,4.2145,593.95,337.48,1.1433,4.1604,22.766,2.14275,0.11399000000000001,0.210475,0.134175
606,327.145,1.1057000000000001,4.4995,505.65,426.03999999999996,1.0571,4.37,17.67,2.39125,0.09853,0.22687500000000002,0.12178499999999999
607,288.295,1.0285,5.9275,433.75,452.12,0.8647,4.1388,21.573999999999998,2.46175,0.10255,0.20347500000000002,0.156585
608,409.815,1.0481,4.8905,414.35,434.92,1.0229,3.4348,21.486,2.62875,0.11878999999999999,0.233525,0.149805
609,359.275,1.1527,4.3705,435.65,395.0,1.0945,3.4788,20.374000000000002,2.7407500000000002,0.10553,0.230725,0.136515
610,418.145,0.9953,4.6285,418.05,449.0,0.8225,4.4892,18.006,2.00075,0.09415000000000001,0.227475,0.161625
611,369.355,1.1145,5.3835,467.85,337.96,0.9109,4.7988,22.218,2.24325,0.08087000000000001,0.211625,0.169785
612,349.545,0.8863,4.8985,514.95,469.8,0.9825,3.4732000000000003,17.942,2.95675,0.10105,0.24782500000000002,0.12964499999999998
613,378.035,1.1930999999999998,4.5525,533.85,474.28,1.0777,3.8804,22.71,2.95925,0.11785,0.281075,0.167865
614,308.455,0.8781,4.5975,403.25,476.03999999999996,0.8437,3.9468,23.945999999999998,2.37975,0.08505000000000001,0.261475,0.12457499999999999
615,285.565,0.8645,4.9575,496.85,460.84000000000003,1.1181,4.4916,16.822,2.36875,0.11719,0.253425,0.156945
616,286.895,0.9389000000000001,4.8645,479.85,384.84000000000003,0.9489,3.4452000000000003,21.954,2.58125,0.10817,0.293225,0.135855
617,296.275,1.0918999999999999,5.0715,526.15,416.6,0.9203,4.122,23.726,2.57525,0.10195000000000001,0.20847500000000002,0.156195
618,312.655,1.0149,5.9575,527.85,333.72,1.0081,4.7844,20.881999999999998,2.48425,0.11259,0.29012499999999997,0.160575
619,308.105,0.9643,5.7565,426.85,453.0,1.0749,3.602,16.922,2.62225,0.08403000000000001,0.247675,0.122565
620,400.295,1.0893,4.2825,467.55,353.64,1.0201,4.6052,23.11,2.04675,0.11483,0.232125,0.160845
621,379.855,0.9789,4.3825,458.35,470.36,1.1423,3.7572,19.774,2.46975,0.09799000000000001,0.265375,0.155685
622,321.825,1.1781,4.2915,583.55,462.92,0.9781,3.3732,23.234,2.9362500000000002,0.10327,0.253025,0.13483499999999998
623,388.46500000000003,0.8335,5.8625,515.85,396.52,0.8281000000000001,3.6692,16.162,2.83375,0.09887000000000001,0.222225,0.166035
624,306.285,0.9349000000000001,4.8115000000000006,414.95,466.03999999999996,0.9799,4.5052,23.482,2.58375,0.09803,0.297775,0.167385
625,389.305,1.1149,4.9415,594.85,437.16,1.1045,3.7196,22.894,2.09425,0.11139,0.286925,0.135675
626,327.985,0.8547,4.4805,518.55,350.84,1.1231,3.9684,23.634,2.97175,0.11285,0.234575,0.17674499999999999
627,321.615,1.1349,4.9985,549.75,355.24,1.1031,4.746,16.082,2.40525,0.08909000000000002,0.213475,0.14221499999999998
628,303.065,1.1343,5.4655000000000005,441.65,377.08,0.8253,4.586,21.23,2.61125,0.11727,0.221025,0.14746499999999998
629,354.515,1.1175,5.3745,518.35,372.84000000000003,0.8049000000000001,3.4884,22.066000000000003,2.6717500000000003,0.11235,0.228475,0.156075
630,342.055,0.8749,4.1395,408.65,444.76,1.0093,3.7516,18.201999999999998,2.08625,0.09605000000000001,0.285925,0.150375
631,364.805,1.1313,5.0135000000000005,549.15,426.68,1.1875,4.7348,22.062,2.62325,0.11961,0.296775,0.141465
632,378.525,0.8189000000000001,5.0075,583.65,445.08,1.0619,3.3364000000000003,17.594,2.68175,0.11921,0.250575,0.126255
633,307.405,1.1763,5.8875,569.95,387.8,0.9583,3.8132,19.662,2.52875,0.08137000000000001,0.250975,0.178245
634,329.525,0.9159,4.4535,455.15000000000003,432.6,0.8475,3.4932,23.942,2.39675,0.08571000000000001,0.29427499999999995,0.14932499999999999
635,336.665,1.1879,4.8955,430.15,425.8,1.1777,3.8228,23.878,2.31475,0.08857000000000001,0.275525,0.154515
636,312.585,1.0681,5.6805,451.95,433.96000000000004,0.8503000000000001,3.626,20.434,2.27975,0.10223,0.235425,0.127005
